pais,fecha_proceso,transporte,ruta,tipo_entrega,material,precio,cantidad,unidad
SV,20250729,92787299,948434,Z04,FA050001,22.887341617862,140.0,ST
PE,20250717,61049999,987538,ZVE1,BA018510,61.587801971804,27.0,ST
SV,20250724,134252420,920374,Z99,BA018430,29.087813572895,54.0,ST
EC,20250729,66818112,912097,ZPRE,CA022002,56.467404468611,12.0,ST
PE,20250709,81687165,997154,ZPRE,AA005101,42.58402105632,110.0,ST
PE,20250729,80005727,971511,ZVE1,XX880005,56.729750994301,150.0,CS
EC,20250729,65354599,946898,Z04,GA060002,49.103334415529,-14.0,CS
PE,20250705,91774346,921299,ZVE1,GA060001,59.070810233166,7.0,CS
GT,20250726,149913412,996345,Z05,HA070003,28.340285479724,28.0,CS
GT,2025-07-01,86786211,960332,ZVE1,AA004003,30.25954336693,59.0,ST
GT,20250711,97393469,909099,Z05,FA050003,32.557306454138,131.0,ST
JM,20250711,63704481,915118,ZPRE,AA005101,23.928390808623,68.0,ST
EC,20250724,102101056,957199,ZVE1,BA018510,34.259771667236,148.0,CS
GT,20250701,129782527,970575,Z04,FA050001,33.211073589063,0.0,CS
PE,20250729,100308572,966469,Z05,FA050010,48.344645205286,84.0,ST
HN,20250707,116431351,987153,Z04,CA022010,48.865897263637,45.0,ST
SV,20250710,98508907,927549,Z05,DA030002,54.287941373879,83.0,ST
HN,20250717,123509974,996463,Z04,AA004012,47.942537249921,73.0,CS
HN,20250722,101663795,929444,ZVE1,DA030003,22.367698112289,12.0,CS
SV,20250715,115625330,982544,Z05,CA022010,50.917295774949,99.0,CS
PE,20250723,60744212,998430,ZVE1,HA070001,53.921020338366,57.0,CS
JM,20250715,66740197,973060,Z05,AA005102,60.873500722772,32.0,CS
PE,20250717,135017682,978047,Z05,HA070002,62.501980422158,114.0,ST
GT,20250729,81361812,997472,Z04,GA060002,37.503487862345,64.0,ST
GT,20250721,92111036,935992,ZVE1,BA018510,18.874167693237,74.0,ST
JM,20250703,78572252,919769,ZVE1,AA004012,34.151764621567,40.0,CS
EC,20250718,122535301,954496,Z05,GA060002,25.341719475721,108.0,CS
PE,20250701,137267850,949857,Z04,GA060002,15.2948041792,91.0,ST
GT,20250718,158600914,971582,Z05,DA030003,39.411473877513,70.0,CS
EC,,151152880,952994,ZPRE,CA022010,57.025283153128,33.0,CS
PE,20250701,71267237,984246,ZVE1,AA004007,21.784974361528,119.0,ST
EC,20250707,121028710,942840,Z04,GA060002,53.061485394701,98.0,ST
GT,20250709,70993268,961644,Z04,BA018500,52.451213054143,14.0,CS
PE,20250702,64164775,932411,ZVE1,AA005102,56.96144231423,40.0,CS
SV,20250719,89254705,960952,ZPRE,GA060002,53.344904917812,43.0,ST
EC,20250704,137669750,903365,Z05,FA050010,43.789836420621,97.0,ST
JM,20250723,144187049,931830,ZPRE,HA070001,49.859650124789,78.0,CS
SV,20250712,131503856,956148,ZPRE,HA070003,18.447836825982,88.0,ST
GT,20250704,118186525,947472,ZVE1,GA060001,50.365432185304,112.0,ST
PE,20250709,142666356,970539,Z04,HA070003,38.243688581725,69.0,ST
SV,20250709,120505620,931963,Z04,AA004003,43.492482233916,98.0,ST
EC,20250706,125437844,927802,Z04,FA050001,54.891617841405,88.0,ST
EC,20250718,61362459,967715,Z05,EA040002,19.280648097901,105.0,CS
PE,20250716,146691619,993302,ZPRE,CA022001,37.408727479329,5.0,ST
PE,20250708,101098277,987026,Z04,DA030001,38.663024437976,136.0,ST
JM,20250711,107219209,992124,ZVE1,AA005101,28.54582134881,65.0,ST
EC,20250704,159707808,970236,Z04,GA060001,24.577048650527,124.0,CS
JM,20250720,97983442,913176,ZVE1,CA022001,29.812323163257,93.0,CS
JM,,96817443,905965,Z05,AA005101,42.66794833993,33.0,CS
JM,20250710,123001391,962746,Z04,HA070003,32.035296628015,14.0,ST
SV,20250713,126001106,909710,Z04,AA004012,22.586350347548,145.0,CS
SV,20250718,115857931,979471,Z05,DA030002,53.784676984911,98.0,CS
JM,20250714,100987442,974531,ZVE1,FA050002,45.481545612257,26.0,CS
PE,20250703,81079846,931439,ZPRE,DA030001,42.599612278888,41.0,CS
JM,20250716,99092160,904278,Z05,AA004012,29.405244479684,73.0,CS
EC,20250726,143893865,977304,ZVE1,FA050002,36.256948305211,140.0,CS
EC,20250727,79090631,909359,Z04,DA030002,,79.0,CS
PE,20250710,153916665,952757,COBR,AA004012,40.023608855896,127.0,ST
PE,20250711,141029073,932816,ZPRE,GA060002,19.566344331549,148.0,CS
EC,20250719,65399803,999125,Z04,BA018426,38.525041162582,114.0,CS
GT,20250721,125998319,911959,Z04,FA050003,32.398052814733,86.0,ST
HN,20250711,115250068,990921,COBR,DA030002,29.410889768073,103.0,ST
EC,20250704,114247457,967449,Z05,DA030001,47.883019324156,139.0,CS
JM,20250712,143568503,999148,ZVE1,BA018510,46.27043710725,-10.0,ST
PE,20250716,76297533,903783,ZPRE,EA040002,50.489141255013,80.0,CS
HN,20250727,75228493,960482,Z05,FA050010,47.385484439188,40.0,CS
PE,20250709,115766169,963242,ZVE1,CA022010,27.186545303757,142.0,ST
JM,20250717,78321839,909150,Z04,HA070001,53.63375663385,107.0,ST
SV,20250710,157448913,939132,Z05,CA022003,58.263029735012,115.0,ST
JM,20250713,121115319,942176,Z05,BA018500,64.03873156663,62.0,CS
GT,20250702,102704903,997609,Z05,FA050003,50.26139405125,98.0,ST
PE,20250705,126481885,904852,ZPRE,HA070003,40.114557506648,85.0,CS
SV,20250717,121327848,902011,ZPRE,DA030003,35.498930987318,40.0,CS
EC,20250711,143652460,990794,Z05,CA022002,47.491832628964,85.0,ST
GT,20250728,132613940,904705,ZVE1,GA060001,26.738512155101,74.0,CS
SV,20250725,145060193,992260,ZPRE,XX880011,37.183927583085,77.0,CS
EC,20250712,110310319,956450,ZVE1,BA018426,27.209871609198,106.0,CS
JM,20250728,111344226,981226,ZVE1,BA018500,39.883362618398,150.0,CS
EC,20250715,94269370,987404,Z04,FA050003,59.945426585016,120.0,CS
SV,20250715,106381032,977014,Z04,DA030002,46.946935118001,109.0,ST
HN,20250713,124855088,913979,Z04,FA050010,34.068214882881,92.0,CS
PE,20250713,96840133,901061,Z04,GA060002,60.530847685936,128.0,CS
JM,20250726,107287718,928705,ZPRE,FA050002,46.044558156515,36.0,CS
EC,20250726,119166287,904373,Z04,CA022002,51.617988396962,24.0,ST
HN,20250707,77738187,970701,ZVE1,BA018510,41.542618685139,70.0,ST
GT,20250731,99613214,997853,ZPRE,AA005102,55.211626930226,120.0,ST
HN,20250728,150774633,994924,Z04,AA004012,63.363487365002,143.0,ST
SV,20250709,132017516,916199,Z05,HA070002,33.429282930802,68.0,ST
EC,20250704,150575029,930647,Z04,FA050001,16.251232482324,144.0,ST
SV,20250721,122312933,991891,ZVE1,AA004007,47.46197231423,30.0,ST
EC,20250716,75585427,912739,Z05,DA030002,59.362965426425,35.0,CS
PE,20250723,132503409,954935,Z05,FA050001,59.270689194979,26.0,CS
EC,20250702,152647902,948566,Z04,AA005101,37.169154303035,61.0,CS
EC,20250718,146547189,947012,ZPRE,HA070003,34.906982137219,49.0,CS
SV,20250722,88468360,984109,ZVE1,AA005102,17.528925533144,86.0,CS
HN,20250703,134384510,927152,Z04,GA060002,55.652649056053,60.0,CS
JM,20250701,97215199,918964,ZPRE,FA050003,,45.0,CS
HN,20250701,108082464,931186,ZPRE,AA005102,15.789054175558,68.0,ST
JM,20250704,68530615,962422,ZPRE,DA030002,53.90085196571,132.0,ST
JM,20250702,157608902,986363,ZPRE,DA030003,37.902126104884,8.0,ST
GT,20250722,74490391,964260,Z04,FA050001,18.674535788323,21.0,ST
HN,20250709,143794475,982978,Z04,DA030002,,136.0,ST
GT,20250704,154191239,914996,Z05,CA022002,36.503497083319,59.0,CS
GT,20250714,157926933,912463,Z04,AA005102,36.338200313048,66.0,ST
GT,20250703,72243983,911188,ZVE1,EA040002,36.593825927587,96.0,CS
JM,20250718,104244334,987819,ZPRE,CA022001,35.540431646108,-12.0,CS
JM,20250707,80767532,986079,Z99,HA070003,26.212243455378,28.0,ST
EC,20250719,90354559,956244,Z99,BA018426,45.449745777653,69.0,CS
EC,20250730,105610493,946009,Z05,AA004012,24.070277910628,37.0,CS
PE,20250701,72315507,997794,Z04,BA018426,,117.0,CS
PE,20250711,136181117,978148,ZVE1,GA060002,59.167109225917,40.0,CS
PE,20250703,96521025,958079,Z05,BA018510,39.28308524455,114.0,ST
JM,20250704,106328316,956349,Z04,AA004007,29.162323504022,125.0,CS
JM,20250702,61031743,926794,Z04,CA022001,62.266204361332,36.0,ST
SV,20250716,117801537,923028,Z04,AA004012,34.010372285762,59.0,CS
PE,20250702,118548403,902456,Z05,EA040003,61.058121725121,81.0,ST
PE,20250714,98858073,915096,ZVE1,HA070001,16.042827951237,84.0,ST
GT,20250727,152557892,947428,ZVE1,DA030001,36.835588978411,28.0,CS
JM,20250703,113118906,940668,ZPRE,EA040001,26.078602944713,44.0,ST
JM,20250717,86025314,945793,ZVE1,AA005101,51.368955283695,38.0,ST
HN,20250706,140852623,920036,Z05,GA060002,,127.0,CS
JM,20250715,151420187,973989,ZVE1,DA030002,58.212343741571,81.0,ST
GT,20250721,100643870,936002,Z04,DA030002,32.597111131004,0.0,CS
EC,20250703,146525668,911835,ZPRE,DA030002,38.135582946364,-19.0,ST
EC,20250720,123837847,965715,ZPRE,HA070001,62.886117943329,116.0,CS
EC,20250723,71318464,966132,Z05,EA040001,16.957106310034,113.0,CS
HN,20250712,110043345,937079,ZPRE,HA070001,35.438469862366,87.0,ST
EC,20250703,104250344,912387,Z04,AA004012,29.207348693906,39.0,ST
HN,20250730,106952151,940662,Z04,EA040002,21.447582913578,22.0,ST
EC,20250727,77152188,987833,Z04,AA004003,47.301241036674,109.0,CS
HN,20250731,88748452,944791,ZVE1,AA004012,24.600261683219,36.0,ST
SV,20250717,132446804,996815,Z05,AA005102,48.096461868571,34.0,CS
PE,20250725,143851247,921697,ZVE1,DA030002,17.184621397726,94.0,ST
PE,20250726,120254091,930671,ZVE1,CA022003,30.473394828139,121.0,CS
JM,20250715,121965637,936932,ZVE1,HA070002,40.145334574379,108.0,ST
JM,20250705,93554863,906839,ZPRE,FA050010,58.705847252612,142.0,ST
SV,20250710,71257528,921012,ZVE1,HA070002,37.465961018691,132.0,ST
HN,20250727,120549373,945820,Z04,BA018500,35.74484529095,102.0,CS
SV,20250712,90137082,903694,ZVE1,AA005102,61.541295237498,86.0,ST
GT,2025-07-01,78628439,999462,ZPRE,AA004003,37.430073699112,2.0,ST
HN,20250718,157607800,979807,ZVE1,CA022001,20.559343016212,74.0,ST
HN,20250714,145758649,981633,COBR,FA050002,18.140357550553,128.0,ST
EC,20250714,60209961,980584,ZVE1,FA050003,27.028211940327,107.0,ST
JM,20250712,69083764,968951,ZPRE,FA050002,34.522686628003,121.0,CS
EC,20250709,62179995,946805,Z04,AA005102,32.24012465817,27.0,CS
JM,20250711,146274567,922949,ZVE1,HA070001,64.040959289442,0.0,ST
GT,20250702,99385195,926422,Z04,CA022001,54.555460661452,11.0,CS
JM,20250716,93999198,904799,Z04,BA018510,29.305544777577,13.0,CS
EC,20250714,113690013,997426,Z99,BA018426,59.731874747753,99.0,ST
EC,20250730,129696025,934959,Z05,FA050001,51.354066217132,21.0,CS
HN,20250718,99428661,942101,Z04,DA030002,19.00344555375,76.0,CS
GT,20250706,152578665,958183,Z05,BA018510,37.356482983513,91.0,ST
SV,20250703,150084776,983560,ZPRE,AA005102,33.165556532549,41.0,ST
PE,20250726,118810561,904561,Z04,CA022010,18.361668153105,94.0,CS
SV,20250720,80594121,989006,Z05,GA060002,62.441176463278,96.0,ST
HN,20250717,109251188,952171,ZPRE,XX880006,47.478036835302,64.0,ST
GT,20250730,135386435,915435,ZVE1,FA050001,53.748224176574,115.0,ST
GT,20250707,76460116,917790,ZPRE,HA070001,37.60213426227,114.0,CS
EC,20250722,106630633,993000,Z04,HA070003,42.499857374345,75.0,CS
PE,20250730,153981837,983584,ZVE1,AA005101,,131.0,CS
HN,20250708,126306502,903445,Z05,HA070001,42.70107186298,95.0,ST
HN,20250720,71571646,908617,Z05,GA060002,34.907999038545,123.0,ST
JM,20250703,76821075,941553,Z04,AA005102,37.49872478315,133.0,CS
JM,20250721,138891300,923850,ZPRE,EA040001,36.630914324099,15.0,CS
HN,20250706,103306792,992973,Z04,HA070003,,133.0,CS
HN,20250721,133932683,935972,ZPRE,XX880006,46.25111807243,137.0,CS
JM,20250705,82978158,986341,ZPRE,HA070002,57.126500205669,145.0,ST
SV,20250702,146094462,975598,Z05,FA050001,47.55649887428,147.0,ST
GT,20250729,144176528,971509,Z05,BA018500,47.095364465062,78.0,ST
PE,20250713,99920898,959446,Z05,DA030001,49.430678583649,41.0,CS
HN,20250711,141424562,918830,Z04,CA022010,58.074253841625,82.0,ST
EC,20250717,135383550,913917,COBR,DA030002,27.086893046823,32.0,ST
SV,20250710,111559717,980658,Z04,EA040003,,41.0,ST
HN,20250725,81386576,965308,Z05,AA004003,39.937985419883,79.0,ST
GT,20250717,121368457,931552,ZPRE,XX880016,44.167205599284,13.0,CS
PE,20250722,123161098,937453,ZVE1,BA018510,57.358618269673,111.0,CS
GT,20250712,66072331,952505,Z04,EA040002,43.514082194051,50.0,CS
GT,20250717,120445541,972070,ZVE1,AA005101,56.265565897931,31.0,ST
EC,20250718,109070856,998954,Z05,EA040001,24.952894077622,131.0,CS
SV,20250705,155776676,943652,ZVE1,CA022002,40.966635516654,-11.0,ST
JM,20250724,100162553,977820,Z05,FA050010,40.365749310065,131.0,ST
GT,20250727,62232974,948281,Z04,HA070001,48.690319623651,107.0,ST
PE,20250721,63576520,978238,ZVE1,GA060001,28.276521849286,149.0,ST
GT,20250706,130361272,982447,ZPRE,EA040003,22.388785415017,-4.0,ST
GT,20250711,116207740,919848,Z05,HA070003,49.525013045926,106.0,ST
PE,20250702,154727548,918098,Z05,CA022002,43.044338645432,123.0,CS
GT,20250730,131555103,944869,Z05,BA018430,48.793428827818,68.0,ST
EC,20250718,100063879,929473,Z05,CA022002,53.558713454382,54.0,ST
JM,20250730,156860153,935842,Z05,CA022010,21.093705286636,140.0,ST
HN,20250710,65646068,937700,Z04,GA060001,32.318175704781,114.0,CS
HN,20250727,132286705,935537,ZVE1,AA004007,21.863647740046,62.0,ST
JM,20250708,145623471,930518,Z05,AA005101,20.009897952267,85.0,CS
HN,20250701,133867070,920701,Z05,FA050002,47.644639885065,122.0,ST
EC,20250711,98307798,984659,ZVE1,EA040002,60.396847936781,23.0,CS
SV,20250730,83496796,954773,Z05,HA070001,61.69613052891,10.0,CS
PE,20250731,98851599,904910,Z04,CA022001,29.919610533104,28.0,CS
PE,20250718,130372842,964738,Z04,BA018430,57.5529869289,120.0,CS
EC,20250706,158129162,960150,Z04,HA070001,50.929908672794,4.0,ST
PE,20250725,85925669,923002,Z04,AA004012,56.349491263815,132.0,ST
SV,20250706,78872606,962580,Z04,CA022010,61.791269350069,2.0,ST
EC,20250731,104241559,939576,ZVE1,AA004007,28.07765754077,93.0,CS
GT,20250710,81436829,953138,Z04,FA050001,49.514518870941,76.0,ST
HN,20250716,80560218,959634,Z05,GA060002,35.792280771561,141.0,ST
PE,20250727,89314711,999858,Z05,EA040001,49.01709599597,21.0,CS
SV,20250730,135721444,914707,ZVE1,EA040003,56.438702697921,130.0,CS
HN,20250711,129839059,957912,Z05,AA004012,49.014761896954,150.0,CS
GT,20250726,67467311,959432,ZPRE,EA040002,40.662392160082,117.0,CS
EC,20250724,62921981,951897,ZPRE,AA004007,55.822661296657,56.0,ST
PE,20250703,132633735,907897,ZPRE,CA022001,64.306862404114,121.0,CS
HN,20250725,146104027,995589,Z05,HA070003,33.723046031913,98.0,ST
GT,20250713,70770971,989486,ZPRE,BA018426,47.676704920935,90.0,CS
GT,20250717,77092236,995401,Z04,DA030002,56.741080583436,6.0,CS
JM,20250714,131394920,949712,ZVE1,BA018510,27.375601925189,89.0,CS
PE,20250725,75145751,904222,ZVE1,BA018430,45.746160360446,5.0,ST
JM,20250702,119920305,978352,Z05,DA030002,27.23670756092,0.0,CS
SV,20250705,127631755,937914,Z04,EA040003,55.789312838166,148.0,CS
PE,20250727,103038943,931051,ZVE1,DA030001,58.81291610869,134.0,ST
SV,20250718,139412216,996365,Z05,AA004007,46.299656882416,110.0,CS
PE,20250722,111157708,968742,ZVE1,CA022001,49.815420365454,105.0,ST
JM,20250716,92342202,929536,Z05,AA004007,57.877061928651,37.0,ST
GT,20250718,131134297,917575,Z04,FA050002,27.142925804479,53.0,ST
GT,20250728,109805178,912119,ZPRE,XX880003,17.576831455701,97.0,CS
JM,20250724,150120563,973249,Z04,AA004003,38.969710323546,86.0,CS
HN,20250731,159519117,915376,Z05,BA018500,60.722064838779,53.0,ST
EC,20250713,122579077,969946,Z05,DA030002,30.421114214346,93.0,ST
PE,20250716,102980983,926624,ZVE1,XX880005,30.64610094351,12.0,ST
JM,,138387434,975909,Z04,BA018500,29.759614375387,51.0,ST
HN,20250716,133905989,985800,Z05,DA030002,27.866337881744,126.0,ST
EC,20250706,78784915,994412,ZPRE,EA040001,24.202388643063,139.0,ST
SV,2025-07-01,149686372,906358,ZPRE,FA050010,35.61961112078,60.0,CS
HN,20250717,121204580,948916,Z05,AA004003,,124.0,CS
JM,,61590610,902192,ZPRE,EA040001,41.786905146196,74.0,ST
PE,20250714,84060788,914026,ZVE1,FA050001,41.219270061291,62.0,CS
EC,20250709,113270536,910357,ZVE1,FA050010,62.964889707427,118.0,ST
PE,20250727,70820219,985686,Z05,EA040002,19.675025271355,98.0,CS
PE,20250701,154334279,922463,Z04,EA040003,39.99291965564,112.0,CS
SV,20250729,130888325,905577,Z05,BA018510,25.570852794227,146.0,CS
SV,20250722,97631028,971176,ZPRE,BA018430,23.967725161003,-13.0,CS
EC,20250706,135693188,931519,Z04,CA022010,48.851748293834,139.0,ST
HN,20250726,152517694,994917,ZPRE,AA005101,40.039642581886,89.0,CS
SV,20250711,141224373,980460,ZPRE,FA050002,63.446026360078,84.0,ST
GT,20250716,90620216,946636,Z05,AA004012,36.592397311977,150.0,ST
EC,20250726,93077929,993468,Z05,FA050010,19.101900483657,40.0,CS
HN,20250724,112294176,941507,Z04,DA030002,20.327545885563,2.0,ST
EC,20250704,77784789,911442,Z05,AA005101,36.548975798802,143.0,CS
EC,,72490873,978240,Z04,DA030001,58.18590886341,4.0,ST
SV,20250724,135099723,931816,ZVE1,BA018510,49.265799589728,44.0,CS
GT,20250705,68491573,921916,Z05,HA070001,28.79809358012,77.0,ST
EC,20250731,93096758,994489,Z05,XX880005,44.690319901954,51.0,ST
GT,20250711,143240786,949792,ZVE1,CA022001,37.011146074063,111.0,ST
PE,20250707,124291599,941180,Z04,GA060001,63.22873115474,82.0,CS
GT,20250731,137293208,931775,Z04,AA005101,33.802765116207,101.0,ST
HN,20250719,133233096,923583,ZVE1,DA030002,62.650230574315,119.0,CS
PE,20250703,114914054,988208,ZVE1,BA018510,21.958956134817,78.0,ST
PE,20250714,110598851,909694,Z05,EA040002,64.535030721848,123.0,ST
PE,20250714,132966824,904818,ZPRE,AA005101,50.08171435278,138.0,ST
PE,20250722,107648477,921802,Z04,HA070001,43.161014610383,103.0,CS
SV,20250704,94727276,929098,Z05,GA060002,37.288927575245,101.0,CS
PE,20250717,80232642,945215,Z05,AA004012,39.138554224577,76.0,CS
PE,20250705,106751880,940880,Z99,CA022003,37.766631761294,53.0,ST
PE,20250723,120726434,941800,ZPRE,XX880011,30.013204159097,30.0,CS
PE,20250726,82059232,997057,ZVE1,CA022002,40.799695094844,142.0,CS
GT,20250708,114364546,982543,Z05,AA004003,24.319346264183,111.0,CS
HN,20250715,139484162,956302,ZVE1,BA018510,15.222502166307,55.0,ST
SV,20250719,73656928,970371,Z05,AA005101,33.289651470626,51.0,CS
GT,20250717,145779702,941078,Z04,CA022003,45.56542105695,30.0,ST
JM,20250706,150407566,992535,ZVE1,CA022002,60.934128990205,22.0,ST
EC,20250704,84567819,948929,Z99,EA040003,40.541243474358,108.0,CS
GT,20250721,132125824,990889,Z04,AA005102,42.745628791625,126.0,CS
GT,20250720,67195581,947059,Z05,EA040002,39.230445972284,50.0,CS
GT,20250714,151898431,964451,Z05,BA018426,50.50711864229,114.0,ST
SV,20250726,89598969,938284,Z04,XX880015,28.742645913677,138.0,CS
GT,20250718,128559218,914838,Z04,EA040002,28.394445469645,140.0,CS
SV,20250725,156499894,957850,ZVE1,CA022001,64.488786393834,27.0,CS
SV,20250715,95274462,945688,ZVE1,BA018430,36.953495169167,31.0,CS
JM,20250723,107060874,993159,ZVE1,HA070002,23.299080884513,36.0,ST
SV,20250719,107085656,969767,Z04,FA050010,44.84288429423,44.0,ST
JM,20250709,129043610,989037,ZPRE,BA018510,21.7794453214,106.0,CS
HN,20250723,77809465,932725,Z05,DA030003,50.569742441958,64.0,CS
PE,20250709,144263610,954293,Z05,EA040001,,24.0,ST
PE,20250730,109535894,959597,ZPRE,GA060001,31.364464008047,1.0,ST
PE,20250722,153588542,946952,ZVE1,DA030001,54.783896332392,102.0,CS
GT,20250709,103334226,937171,Z05,HA070001,42.365526772266,34.0,ST
PE,20250725,66497381,906021,ZPRE,AA005101,46.308976107795,118.0,CS
HN,20250715,121272827,900088,Z04,BA018426,25.11591031987,34.0,ST
EC,20250703,147857309,947242,ZPRE,CA022010,19.121026535274,43.0,ST
PE,20250723,91426254,956260,ZVE1,DA030003,50.184901988202,1.0,CS
JM,20250708,129718627,989126,ZPRE,XX880014,15.464347380423,88.0,ST
GT,20250703,90728728,950209,ZPRE,CA022002,51.538169088199,27.0,CS
EC,20250705,111367949,998717,ZPRE,EA040001,47.078807425849,37.0,CS
JM,20250721,82027350,957684,Z05,FA050001,51.121601318216,39.0,ST
HN,20250703,73484199,918351,Z04,DA030001,44.478695888076,99.0,CS
HN,20250708,97173969,984491,ZPRE,HA070003,27.408351359292,73.0,CS
EC,20250707,129491111,979551,ZPRE,HA070001,52.392182049062,76.0,CS
HN,20250716,111792685,914777,ZPRE,CA022003,39.979127063633,19.0,CS
HN,20250713,136286724,955163,Z05,GA060002,42.317811058068,45.0,ST
JM,20250703,61851322,934365,Z05,XX880010,16.991343096859,16.0,CS
JM,20250725,115758338,955518,ZVE1,BA018510,19.121390596232,138.0,ST
SV,20250717,87272705,920365,Z04,XX880014,34.536575148417,17.0,ST
HN,20250702,92813517,911300,Z04,FA050003,20.799329077218,15.0,ST
PE,20250706,76031369,901660,Z05,CA022003,50.074980561193,42.0,CS
PE,20250709,82409388,948741,ZPRE,GA060002,52.48881920469,69.0,CS
EC,20250726,117622968,935649,ZPRE,DA030003,28.147482541324,148.0,CS
EC,20250702,127056519,974302,ZPRE,EA040003,33.384388892841,66.0,CS
SV,20250708,159425803,966692,ZVE1,AA004007,17.20189536314,4.0,CS
GT,20250730,80144023,923456,ZVE1,CA022002,42.643239424793,108.0,CS
PE,20250711,96407626,910208,ZVE1,BA018500,20.970046483741,14.0,ST
SV,20250731,113811222,909034,Z04,AA004012,58.301611498858,80.0,ST
SV,20250712,86933626,938219,Z05,CA022003,51.978799336671,63.0,ST
GT,20250725,86229153,996005,ZPRE,BA018500,22.528318839661,105.0,CS
PE,20250727,153074733,901257,Z04,AA005101,15.073102026779,97.0,ST
HN,20250714,126038997,907850,ZPRE,BA018500,50.582623735005,24.0,CS
JM,20250714,154066079,948823,ZPRE,EA040001,63.727739508413,22.0,ST
GT,20250703,139442904,974425,Z99,CA022001,36.749143921749,34.0,CS
GT,20250723,158697391,942762,ZPRE,BA018430,37.637892615779,60.0,ST
JM,20250704,80858851,913848,Z99,AA005101,37.478337387016,81.0,CS
HN,20250715,101380361,960731,ZVE1,HA070001,57.624109283057,24.0,ST
PE,20250723,140973889,905286,ZVE1,AA004012,56.796237549399,84.0,CS
SV,20250724,96913810,932098,ZPRE,EA040003,21.976896426257,27.0,CS
SV,20250703,89345092,930495,Z05,BA018500,43.062253146931,140.0,CS
EC,20250726,60872248,999458,Z04,AA005102,49.906969749411,88.0,CS
EC,20250704,72448136,949797,Z04,HA070001,32.948969024231,89.0,CS
GT,20250718,76753883,949615,ZVE1,FA050010,42.602031563661,0.0,CS
