pais,fecha_proceso,transporte,ruta,tipo_entrega,material,precio,cantidad,unidad
EC,20250616,158500012,987299,ZPRE,DA030003,56.251385837377559100,143.000000000000000000,CS
SV,20250403,65831820,909117,ZPRE,CA022003,46.788144618890180500,51.000000000000000000,CS
SV,20250201,73718432,929872,Z05,FA050010,19.193058199250265600,19.000000000000000000,CS
SV,20250430,80868106,959430,Z05,CA022002,48.480790417507723500,7.000000000000000000,ST
EC,20250424,60416998,943786,ZPRE,EA040002,21.540801848931961200,5.000000000000000000,CS
GT,20250304,144848744,980433,ZVE1,AA004003,32.732700650520846525,4.000000000000000000,ST
JM,20250302,86862690,930122,ZPRE,EA040003,26.166888217122435300,44.000000000000000000,CS
SV,20250309,73718432,970285,ZPRE,BA018500,29.420785930431189000,148.000000000000000000,CS
EC,20250423,123989420,962207,ZPRE,AA005102,30.152630356053823820,25.000000000000000000,CS
JM,20250225,152576654,966991,Z05,AA004012,31.343585925512204500,73.000000000000000000,CS
JM,20250128,86862690,940620,ZVE1,BA018510,30.423680738039906600,69.000000000000000000,CS
PE,20250625,69727965,938880,ZPRE,HA070003,56.895457863561806500,119.000000000000000000,CS
GT,20250309,105571778,916895,ZVE1,EA040001,22.941198819231404800,130.000000000000000000,CS
HN,20250112,115559840,908679,Z05,DA030002,56.121233605494656500,130.000000000000000000,CS
GT,20250619,158366536,915553,ZPRE,AA005101,32.563528660940578200,15.000000000000000000,CS
PE,20250430,133917739,953399,COBR,DA030003,62.451995632635248100,75.000000000000000000,CS
HN,20250302,67519184,941354,Z04,CA022003,52.098682009126040000,50.000000000000000000,ST
GT,20250113,158366536,990857,Z05,HA070003,57.483545838725028000,18.000000000000000000,CS
HN,20250107,104977657,970029,COBR,FA050010,18.110496098003724000,107.000000000000000000,CS
GT,20250430,144848744,937754,ZPRE,FA050003,16.699520075337674850,77.000000000000000000,CS
GT,20250606,132658695,910877,ZPRE,FA050002,15.950112379459704000,17.000000000000000000,CS
SV,20250302,65831820,995648,Z05,HA070001,42.367088991848896800,37.000000000000000000,ST
SV,20250606,105176956,913239,Z05,AA005101,31.061385046282300360,135.000000000000000000,CS
HN,20250303,104977657,970240,Z04,EA040002,22.370011670398037800,23.000000000000000000,CS
JM,20250302,150490443,928418,ZPRE,EA040002,22.135946703593910000,135.000000000000000000,CS
JM,20250203,136531885,939764,ZPRE,AA004007,31.738167881611675250,31.000000000000000000,ST
JM,20250215,100078727,947309,Z04,DA030003,56.405345117918603100,3.000000000000000000,ST
EC,20250317,127543750,921843,ZVE1,AA005102,29.720207703675567380,13.000000000000000000,CS
PE,20250225,71360467,924061,Z04,AA004012,32.874814833909165000,48.000000000000000000,CS
PE,20250225,133917739,906300,Z04,DA030002,55.233246381388003500,28.000000000000000000,CS
GT,20250203,97529123,947673,ZVE1,HA070002,45.778688644065846000,68.000000000000000000,CS
PE,20250601,132751345,904390,Z05,DA030002,53.569656180724029500,48.000000000000000000,ST
EC,20250619,60416998,924556,ZPRE,AA005102,32.357853964891361060,7.000000000000000000,ST
PE,20250309,71360467,917791,ZPRE,BA018430,28.939933993771374080,8.000000000000000000,ST
SV,20250215,108181397,960218,ZPRE,DA030002,57.904213626563705500,22.000000000000000000,CS
GT,20250423,144848744,965803,ZPRE,AA004003,33.649453441546126600,59.000000000000000000,CS
HN,20250317,115559840,970240,ZVE1,CA022010,20.203600735955678250,135.000000000000000000,CS
EC,20250215,72649024,962207,COBR,BA018426,25.418196304663363250,56.000000000000000000,ST
SV,20250619,108181397,992350,COBR,HA070001,45.056799547185962900,54.000000000000000000,ST
HN,20250107,159668025,982119,ZPRE,FA050003,16.924931252366845950,96.000000000000000000,CS
JM,20250601,136531885,903122,Z04,HA070002,45.508291406195604000,48.000000000000000000,ST
GT,20250128,97529123,977113,ZVE1,HA070003,57.128735723251280000,117.000000000000000000,CS
HN,20250424,129937265,941354,ZPRE,BA018430,30.304026895426359400,82.000000000000000000,CS
PE,20250515,133917739,953399,Z05,CA022003,47.413755988316792500,47.000000000000000000,CS
SV,20250423,80868106,938428,ZVE1,DA030001,55.097494392218445750,55.000000000000000000,CS
SV,20250515,65831820,909117,ZPRE,FA050003,16.297224098597329800,50.000000000000000000,CS
SV,20250625,72448137,913239,ZVE1,DA030003,60.652273051092970200,23.000000000000000000,CS
JM,20250525,87592909,966991,Z04,FA050010,19.715337908514970200,39.000000000000000000,CS
HN,20250309,151026145,949184,ZPRE,FA050001,15.561531924006349500,22.000000000000000000,CS
JM,20250215,86862690,966991,ZPRE,AA005101,31.484440827958432340,57.000000000000000000,CS
GT,20250430,132658695,993412,ZPRE,HA070001,49.595081116455310800,97.000000000000000000,CS
JM,20250306,86862690,928418,ZPRE,FA050010,17.294937982760250000,56.000000000000000000,CS
EC,20250525,84840860,990170,ZPRE,CA022002,47.061452831913081000,57.000000000000000000,ST
HN,20250306,135825318,924561,ZVE1,AA005102,31.414638323588442480,9.000000000000000000,CS
SV,20250424,72981053,910459,Z04,HA070002,42.326731230071782200,66.000000000000000000,CS
EC,20250529,84840860,959667,ZVE1,AA004012,34.077587211708605500,77.000000000000000000,CS
HN,20250606,115559840,921754,ZVE1,EA040001,22.774123870524052400,13.000000000000000000,ST
GT,20250113,97529123,915553,Z04,FA050002,15.614804922225877500,57.000000000000000000,ST
HN,20250318,115559840,919570,ZVE1,HA070001,43.250278124529780850,50.000000000000000000,ST
HN,20250203,100177238,949184,ZPRE,HA070002,45.058721887519674600,31.000000000000000000,ST
SV,20250203,95503390,929872,COBR,AA004007,34.621918821705052500,76.000000000000000000,CS
HN,2025-03-15,115559840,949184,ZVE1,FA050002,14.294162502024634500,63.000000000000000000,CS
GT,20250609,132658695,965803,ZPRE,FA050003,17.046053702187138750,146.000000000000000000,CS
JM,20250306,158744322,974298,ZVE1,CA022001,47.383822177075170000,17.000000000000000000,CS
PE,20250303,132751345,932593,Z04,CA022003,48.915019346279136000,47.000000000000000000,ST
GT,20250529,149833907,977113,ZPRE,EA040002,23.305367985035747600,98.000000000000000000,CS
PE,20250606,133917739,906300,ZVE1,FA050002,15.154796863610205000,1.000000000000000000,CS
HN,20250423,159668025,921754,ZPRE,GA060002,30.502648016333136000,22.000000000000000000,CS
HN,20250430,115559840,908679,ZPRE,FA050010,19.299350092710641400,37.000000000000000000,CS
EC,20250129,60416998,996875,Z05,CA022001,47.721398794629849000,19.000000000000000000,CS
PE,20250306,69727965,920654,ZPRE,HA070002,44.454978879993452400,115.000000000000000000,CS
HN,20250618,159668025,946347,Z05,EA040002,21.456894656004636400,110.000000000000000000,CS
HN,20250525,100177238,951062,ZVE1,BA018426,28.711526616695254160,20.000000000000000000,CS
HN,20250430,67519184,908679,COBR,DA030003,60.720528402509251800,13.000000000000000000,ST
HN,20250129,67519184,970029,Z04,AA004003,33.437213708177783160,60.000000000000000000,ST
GT,20250424,105571778,980433,Z05,EA040003,26.175867464935026300,35.000000000000000000,ST
HN,20250430,115559840,951062,ZPRE,CA022002,45.575952512830785000,137.000000000000000000,CS
HN,20250430,100177238,924561,ZVE1,FA050001,15.954856916372226000,136.000000000000000000,CS
EC,20250230,158500012,987299,ZVE1,EA040001,23.803356582574140000,26.000000000000000000,ST
EC,20250306,154015657,996875,ZPRE,AA004007,32.260414434605672250,28.000000000000000000,ST
PE,20250525,69727965,924969,ZPRE,CA022002,43.706902815512811000,8.000000000000000000,ST
PE,20250601,133917739,926831,ZPRE,CA022010,19.589981481648575000,54.000000000000000000,CS
SV,20250317,88898924,975675,Z05,GA060002,27.295205332469244800,79.000000000000000000,CS
PE,20250306,89906701,997107,ZPRE,AA005101,28.704225403562988820,31.000000000000000000,CS
SV,20250112,95503390,925204,ZPRE,CA022001,46.570020864450975000,13.000000000000000000,CS
GT,20250616,149833907,990857,ZPRE,AA005101,33.111331197644689600,47.000000000000000000,ST
SV,20250309,106164956,949616,ZVE1,BA018430,27.957118019580297940,45.000000000000000000,ST
HN,20250318,157303042,974840,Z05,HA070002,41.451791404238069400,33.000000000000000000,CS
EC,20250601,84840860,924556,ZPRE,FA050001,16.195550134215878820,64.000000000000000000,CS
JM,20250128,150490443,974298,ZPRE,AA005102,28.984189614835263520,67.000000000000000000,CS
GT,20250606,144848744,977113,ZVE1,EA040002,21.800928034862464400,10.000000000000000000,CS
PE,20250424,69727965,926831,ZPRE,CA022010,18.680758655162354000,3.000000000000000000,ST
JM,20250606,158744322,928418,Z04,HA070002,41.400337671730396800,82.000000000000000000,CS
EC,20250203,84840860,959667,ZVE1,BA018430,28.784431324198612340,4.000000000000000000,CS
EC,20250112,143499312,924556,ZPRE,DA030001,59.082836802803478500,58.000000000000000000,CS
HN,20250625,104977657,936761,ZPRE,CA022002,45.510974305009515000,34.000000000000000000,CS
HN,20250201,122071683,941354,Z04,EA040001,21.122896758143048000,13.000000000000000000,ST
EC,20250210,84840860,943786,COBR,BA018510,31.570158040854710400,16.000000000000000000,CS
HN,20250113,122071683,904086,Z04,CA022010,18.113983255939100700,66.000000000000000000,CS
HN,20250129,122071683,970240,Z05,CA022001,46.909757508295428000,128.000000000000000000,CS
SV,20250317,110992980,970285,ZVE1,EA040002,24.180060358251437200,16.000000000000000000,ST
SV,20250306,72981053,930513,ZPRE,CA022010,19.352328882731718300,8.000000000000000000,CS
HN,20250128,135825318,972769,ZPRE,CA022001,47.275867938689257500,99.000000000000000000,CS
GT,20250525,132658695,955308,ZPRE,FA050010,17.847491897903652000,93.000000000000000000,CS
HN,20250423,135825318,944454,Z04,DA030002,57.774566297366138000,14.000000000000000000,CS
HN,20250609,135825318,924561,ZVE1,HA070002,41.314248883690322400,69.000000000000000000,CS
GT,20250225,159428745,941593,Z04,AA004007,31.990436887071666250,31.000000000000000000,ST
JM,20250201,158744322,928095,ZVE1,HA070003,55.229307642947185000,68.000000000000000000,CS
SV,20250306,141030737,949824,ZPRE,CA022001,49.028924498461096500,126.000000000000000000,CS
JM,20250625,87592909,984913,ZPRE,FA050002,15.957861317606419500,65.000000000000000000,CS
PE,20250423,132751345,932593,ZPRE,FA050003,17.296351617685095450,29.000000000000000000,ST
GT,20250304,158366536,937754,Z04,HA070003,57.427258824754907000,43.000000000000000000,CS
PE,20250403,69727965,917791,ZPRE,AA004003,33.209977889693504380,19.000000000000000000,ST
HN,20250203,104977657,972769,ZPRE,AA004003,31.774619219202905400,107.000000000000000000,CS
EC,20250129,84840860,990170,ZPRE,AA004012,32.350959167232494750,63.000000000000000000,CS
HN,20250215,129937265,944454,ZVE1,CA022001,49.257119482937073000,70.000000000000000000,CS
SV,20250625,106164956,925204,Z04,HA070002,41.549193062501220600,115.000000000000000000,CS
JM,20250317,87592909,947309,ZPRE,DA030002,55.994398120156919500,34.000000000000000000,CS
EC,20250302,154015657,924556,ZPRE,BA018430,28.690064704465048920,29.000000000000000000,ST
SV,20250625,95503390,929872,Z05,GA060002,30.508918738362033200,43.000000000000000000,CS
HN,20250515,129937265,924561,ZPRE,CA022002,43.122564043982617500,42.000000000000000000,ST
GT,20250225,97529123,980433,ZPRE,DA030002,53.575610928023497500,3.000000000000000000,CS
SV,20250306,65831820,986674,ZPRE,BA018426,31.177416854543945140,12.000000000000000000,CS
EC,20250430,84840860,943537,ZPRE,CA022002,43.554381708730927500,8.000000000000000000,CS
SV,20250112,88898924,930513,ZVE1,AA005102,32.616836640845941920,67.000000000000000000,CS
SV,20250515,95503390,959430,ZVE1,EA040002,23.922284114208077400,74.000000000000000000,CS
EC,20250601,127543750,940020,ZPRE,FA050002,15.888420406674099000,12.000000000000000000,CS
GT,20250107,149833907,941593,ZPRE,CA022001,42.859872772734298500,99.000000000000000000,CS
HN,20250129,129937265,921754,ZPRE,AA005101,32.500552589685965340,19.000000000000000000,ST
HN,20250430,159668025,924561,ZVE1,EA040001,23.183075320276225200,85.000000000000000000,CS
GT,20250423,159428745,941593,ZPRE,HA070001,49.340607639136914100,16.000000000000000000,ST
HN,20250129,151026145,919570,COBR,BA018426,27.221077510399045000,24.000000000000000000,ST
HN,20250210,122071683,919570,ZVE1,FA050010,18.459661687707216600,39.000000000000000000,CS
SV,20250309,95503390,959430,Z04,EA040002,23.498323276416749200,136.000000000000000000,CS
SV,20250601,73718432,949616,Z05,EA040001,20.918297899855503400,50.000000000000000000,ST
HN,20250114,135825318,946347,ZVE1,HA070002,40.209546725349997800,109.000000000000000000,CS
EC,20250303,60416998,921843,Z05,HA070001,42.869822224769429400,24.000000000000000000,CS
PE,20250302,69727965,953399,Z04,BA018426,30.934550394962203900,88.000000000000000000,CS
HN,20250306,122071683,943480,ZVE1,CA022001,44.122137749261118000,24.000000000000000000,ST
PE,20250302,132751345,917791,ZPRE,DA030002,57.813824243893553000,91.000000000000000000,CS
JM,20250601,87592909,903122,ZVE1,HA070002,46.140174779733405000,134.000000000000000000,CS
SV,20250201,80868106,981071,Z05,CA022002,44.310388185930267000,26.000000000000000000,CS
SV,20250306,88898924,972358,ZPRE,BA018500,30.900137797694509400,28.000000000000000000,CS
JM,20250619,86862690,928095,ZPRE,AA005101,31.973384905708263220,149.000000000000000000,CS
JM,20250128,152576654,977760,ZPRE,FA050001,15.266693231900394000,118.000000000000000000,CS
JM,20250403,136531885,977760,Z04,FA050001,15.276579337914340500,42.000000000000000000,CS
JM,20250424,158744322,939764,ZPRE,FA050010,19.710082215889828200,81.000000000000000000,CS
EC,20250201,143499312,901670,Z99,AA004007,35.525661958867713750,8.000000000000000000,CS
JM,20250113,87592909,928418,Z05,DA030002,55.274799905149836000,49.000000000000000000,ST
JM,20250403,136531885,960789,Z04,BA018426,30.602152103200299660,149.000000000000000000,CS
SV,20250424,108181397,981071,ZPRE,AA004003,36.462605051017711020,26.000000000000000000,CS
EC,20250318,127543750,989319,ZPRE,HA070001,46.774530527480150850,32.000000000000000000,CS
HN,20250302,115559840,904086,ZPRE,AA005101,30.575619574127359560,21.000000000000000000,ST
EC,20250203,72649024,989319,ZVE1,EA040002,24.107323704474368600,109.000000000000000000,CS
PE,20250606,69727965,906300,ZPRE,HA070001,45.393617218586555100,45.000000000000000000,ST
HN,20250601,135825318,970029,Z04,FA050010,18.751037291625580200,125.000000000000000000,CS
EC,20250616,154015657,996875,ZPRE,BA018510,28.018325378667239500,35.000000000000000000,CS
EC,20250424,60416998,909104,ZVE1,FA050010,19.685543064598834200,21.000000000000000000,CS
HN,20250306,104977657,970029,ZPRE,GA060001,29.020894078363264000,69.000000000000000000,CS
JM,20250606,87592909,930122,ZPRE,EA040001,23.842446539284722800,0.000000000000000000,CS
GT,20250114,132658695,955308,ZPRE,AA004012,31.081946795745644500,64.000000000000000000,CS
HN,20250424,67519184,970029,Z05,HA070002,41.622751019002095600,37.000000000000000000,ST
PE,20250430,109792981,938880,ZPRE,DA030002,53.351181675065978000,40.000000000000000000,ST
HN,20250225,122071683,989849,ZPRE,AA004012,31.952928320906466250,144.000000000000000000,CS
JM,20250302,158744322,966991,ZPRE,FA050010,18.924527447644091400,48.000000000000000000,CS
GT,20250618,132658695,955308,ZPRE,GA060002,28.974817130940483600,146.000000000000000000,CS
PE,20250113,109792981,924061,Z04,AA005102,30.286923653998730940,65.000000000000000000,CS
HN,20250306,151026145,979389,ZPRE,GA060002,28.041548275824210400,48.000000000000000000,ST
GT,20250203,159428745,941593,ZPRE,HA070003,59.769610055369401000,36.000000000000000000,ST
SV,20250215,108181397,929872,ZVE1,FA050001,14.997989900349186000,25.000000000000000000,ST
JM,20250129,100078727,960789,ZPRE,BA018510,31.572527978645330400,116.000000000000000000,CS
SV,20250525,88898924,986674,Z05,BA018426,28.232457758430443620,3.000000000000000000,ST
EC,20250317,158500012,918591,ZPRE,EA040001,23.431517807261075600,58.000000000000000000,CS
SV,20250529,108181397,937931,Z04,HA070003,58.346098625220230000,147.000000000000000000,CS
SV,20250529,95503390,906007,Z04,DA030001,63.311826194172414000,94.000000000000000000,CS
HN,20250303,67519184,970240,ZPRE,AA004003,31.955557341792017835,48.000000000000000000,ST
JM,20250318,150490443,974298,Z99,EA040003,24.106280940546649250,124.000000000000000000,CS
HN,20250609,135825318,975681,Z04,HA070001,49.634727788477331500,129.000000000000000000,CS
GT,20250113,149833907,955308,ZPRE,CA022002,46.951432016376982500,40.000000000000000000,CS
PE,20250625,69727965,926831,Z05,FA050010,18.833022080028030600,14.000000000000000000,CS
SV,20250128,105176956,982398,Z04,GA060002,29.058531691902109600,25.000000000000000000,ST
SV,20250114,72448137,930513,ZPRE,EA040001,23.758060023470819200,83.000000000000000000,CS
GT,20250302,132658695,993412,Z05,HA070003,57.950176172435250000,86.000000000000000000,CS
SV,20250201,105176956,949616,ZVE1,BA018510,31.620840433456040700,99.000000000000000000,CS
JM,20250424,86862690,966991,ZVE1,HA070001,46.774769038957068200,,CS
HN,20250201,104977657,927298,Z99,EA040002,21.921489622485257200,52.000000000000000000,ST
SV,20250318,108181397,949616,ZPRE,CA022010,18.781226647204118300,124.000000000000000000,CS
SV,20250215,141030737,937931,ZVE1,HA070003,54.859748565844711500,2.000000000000000000,CS
HN,20250306,122071683,908679,ZVE1,AA005101,31.479106358898978080,22.000000000000000000,CS
SV,20250318,80868106,960218,Z04,FA050003,17.401108047452733450,126.000000000000000000,CS
EC,20250210,154015657,901670,ZPRE,DA030003,55.759497238564749900,12.000000000000000000,ST
PE,20250606,89906701,904390,ZPRE,BA018510,30.720882666371423400,132.000000000000000000,CS
SV,20250618,110992980,972358,Z05,EA040003,25.376356334294514850,106.000000000000000000,CS
SV,20250309,141030737,986674,ZPRE,CA022003,47.837715667357296250,78.000000000000000000,CS
GT,20250423,144848744,923302,Z04,BA018430,30.260399703984372400,6.000000000000000000,ST
EC,20250225,127543750,918591,ZPRE,AA004003,31.725258710901793425,17.000000000000000000,ST
SV,20250107,95503390,936435,Z04,AA005101,32.114501503029153320,19.000000000000000000,CS
SV,20250606,105176956,981071,ZVE1,CA022010,19.668504669835797800,58.000000000000000000,CS
HN,20250128,129937265,936761,ZVE1,FA050002,15.378262714930146000,31.000000000000000000,ST
EC,20250619,60416998,922313,ZPRE,DA030003,57.838639841263096800,19.000000000000000000,CS
HN,20250230,159668025,927298,Z04,AA004007,33.425048462642681000,45.000000000000000000,CS
SV,20250606,65831820,929872,ZVE1,BA018500,29.888201941465425800,56.000000000000000000,CS
GT,20250302,159428745,993412,Z04,DA030001,58.953335775635162500,20.000000000000000000,ST
GT,20250606,149833907,955308,COBR,GA060001,29.957492440739351600,150.000000000000000000,CS
EC,20250430,60416998,931277,ZVE1,HA070001,48.008837733992403450,105.000000000000000000,CS
HN,20250210,67519184,904086,ZVE1,DA030003,62.197234269269315400,93.000000000000000000,CS
GT,20250317,132658695,977113,Z04,DA030002,59.010456250342811500,45.000000000000000000,ST
HN,20250625,135825318,904086,ZVE1,AA004007,33.619903250051001000,109.000000000000000000,CS
EC,20250403,60416998,931277,ZVE1,GA060001,28.671673310584108000,36.000000000000000000,CS
HN,20250302,100177238,908679,Z04,FA050002,14.345024057487384000,54.000000000000000000,ST
SV,20250616,72981053,906007,ZVE1,DA030002,55.056588688902168500,82.000000000000000000,CS
SV,20250515,106164956,916362,ZPRE,HA070003,57.908498937160850000,73.000000000000000000,CS
GT,20250201,158366536,939917,ZPRE,BA018510,28.358794536137625600,12.000000000000000000,CS
GT,20250114,159428745,955308,Z04,FA050001,16.443130278977067000,119.000000000000000000,CS
SV,20250309,65831820,949616,ZPRE,GA060001,26.606570210920274400,147.000000000000000000,CS
JM,20250606,86862690,940620,ZVE1,DA030002,58.265584789978230500,74.000000000000000000,CS
HN,20250309,159668025,979389,ZVE1,AA004012,32.442980331516147250,2.000000000000000000,CS
SV,20250423,106164956,981071,Z05,GA060001,27.969968200401080000,142.000000000000000000,CS
SV,20250529,80868106,981071,ZVE1,CA022002,48.009391462964731500,36.000000000000000000,ST
PE,20250430,133917739,932593,ZVE1,AA005102,32.521738107607132880,69.000000000000000000,CS
GT,20250619,97529123,937754,ZPRE,BA018500,28.924622802568511100,8.000000000000000000,CS
EC,20250601,84840860,924556,ZPRE,AA005102,30.719007702684086120,110.000000000000000000,CS
EC,20250609,72649024,987299,ZPRE,EA040001,21.581295829070381800,45.000000000000000000,CS
PE,20250113,69727965,997107,ZPRE,BA018430,26.693982737489828360,38.000000000000000000,ST
EC,20250619,72649024,921843,Z05,BA018426,27.906105373012470210,58.000000000000000000,CS
SV,20250306,106164956,938428,ZPRE,HA070003,58.721054476643944000,13.000000000000000000,ST
HN,20250225,67519184,924561,Z04,EA040003,24.766557326737245250,50.000000000000000000,CS
SV,20250210,95503390,975675,ZPRE,CA022010,20.330149803615303000,33.000000000000000000,CS
SV,20250129,88898924,913239,ZVE1,GA060001,28.134124106637332000,89.000000000000000000,CS
JM,20250606,150490443,974298,Z04,HA070003,55.350910992726943000,19.000000000000000000,ST
GT,20250203,159428745,937754,ZVE1,HA070002,40.715865637017022200,31.000000000000000000,CS
HN,20250424,104977657,970240,Z04,DA030001,57.914496770488119250,46.000000000000000000,CS
SV,20250309,108181397,959430,ZPRE,BA018510,28.863464402658523800,1.000000000000000000,ST
JM,20250210,152576654,966991,ZPRE,CA022002,44.400319510777506000,59.000000000000000000,CS
JM,20250128,136531885,907127,ZPRE,FA050003,17.956913585991604950,26.000000000000000000,CS
HN,20250525,115559840,908679,Z05,BA018430,29.587392757233897160,26.000000000000000000,CS
PE,20250515,133917739,926831,ZPRE,HA070003,57.237838546589211500,95.000000000000000000,CS
SV,20250525,88898924,929872,Z05,DA030003,55.778617837582809900,11.000000000000000000,CS
SV,20250619,108181397,910329,ZPRE,DA030003,57.662056583815600200,150.000000000000000000,CS
EC,20250515,143499312,987299,ZVE1,BA018510,31.566990188983788500,26.000000000000000000,ST
EC,20250215,154015657,940020,ZVE1,EA040003,24.095749946508792300,92.000000000000000000,CS
SV,20250525,80868106,929872,Z04,AA005102,29.248255269968748960,101.000000000000000000,CS
GT,20250529,158366536,990857,Z04,EA040002,21.883120433535011200,35.000000000000000000,ST
PE,20250112,89906701,924061,Z05,BA018430,29.388237433480382200,102.000000000000000000,CS
HN,20250403,135825318,979389,ZVE1,HA070003,57.804778457054970000,17.000000000000000000,CS
JM,20250618,86862690,984913,ZPRE,EA040003,26.757890959716220150,60.000000000000000000,ST
EC,20250302,123989420,943786,ZPRE,BA018426,29.056929280534445850,40.000000000000000000,CS
HN,20251332,122071683,921754,ZPRE,FA050010,17.460751320440514000,19.000000000000000000,ST
EC,20250309,123989420,901670,ZVE1,BA018426,30.220989698775103840,18.000000000000000000,ST
SV,20250618,80868106,975675,ZPRE,FA050003,17.070421683539863650,63.000000000000000000,CS
JM,20250625,158744322,984913,ZVE1,HA070003,58.385996437687105000,25.000000000000000000,CS
PE,20250107,71360467,924061,ZPRE,CA022003,48.729120630857361500,58.000000000000000000,CS
HN,20250606,159668025,975681,Z04,FA050010,18.266606857896867000,47.000000000000000000,CS
EC,20250423,154015657,987299,ZVE1,FA050010,18.047108823600718800,125.000000000000000000,CS
SV,20250203,72981053,949824,ZPRE,FA050002,14.409363687151152000,27.000000000000000000,CS
JM,20250112,158744322,939764,Z05,BA018430,26.713073140874333160,14.000000000000000000,ST
SV,20250606,106164956,936435,COBR,AA004003,36.165331626672232140,32.000000000000000000,ST
HN,20250424,100177238,974840,COBR,CA022001,44.847892667485201500,49.000000000000000000,CS
SV,20250529,72981053,929872,ZVE1,BA018426,30.215302907533699400,6.000000000000000000,ST
JM,20250114,87592909,933074,ZPRE,XX904244,24.663766836331553000,23.000000000000000000,CS
SV,20250525,106164956,916362,Z05,EA040002,22.602500978923199400,22.000000000000000000,CS
GT,20250302,159428745,947673,Z04,FA050010,18.702711076899456000,43.000000000000000000,CS
PE,20250306,71360467,917791,ZPRE,FA050010,18.861406727593158000,35.000000000000000000,CS
PE,20250225,69727965,953399,Z04,AA005102,28.769442006611634560,103.000000000000000000,CS
PE,20250112,109792981,987917,COBR,CA022001,47.939414863615542000,50.000000000000000000,CS
JM,20250619,87592909,960789,ZVE1,AA004003,35.669382148018737560,23.000000000000000000,CS
SV,20250114,110992980,981071,ZPRE,GA060002,30.229850142486005200,40.000000000000000000,ST
JM,20250129,158744322,903122,ZPRE,DA030003,57.486073984156524000,41.000000000000000000,ST
PE,20250424,89906701,917791,Z04,GA060001,30.263419309305288400,109.000000000000000000,CS
HN,20250128,135825318,982119,ZPRE,GA060002,29.295941504101602400,11.000000000000000000,ST
HN,20250302,115559840,924561,ZPRE,BA018426,30.250471726646850560,112.000000000000000000,CS
GT,20250618,132658695,937754,ZPRE,BA018426,31.400026656979214030,143.000000000000000000,CS
SV,20250112,80868106,938428,Z04,FA050003,16.500584845711168950,41.000000000000000000,CS
JM,20250601,158744322,930122,ZPRE,AA005102,32.789843853774067260,32.000000000000000000,ST
EC,20250515,154015657,909104,ZPRE,BA018430,29.678069874713743200,68.000000000000000000,CS
SV,20250210,105176956,913239,ZVE1,AA004003,31.143870950883508440,109.000000000000000000,CS
SV,20250616,95503390,992350,ZVE1,DA030001,60.978397680280014000,132.000000000000000000,CS
JM,20250107,152576654,974298,ZPRE,BA018510,29.236700811094671000,110.000000000000000000,CS
SV,20250306,95503390,970285,Z99,GA060002,26.769084177671220000,0.000000000000000000,CS
JM,20250112,150490443,966991,Z05,CA022001,43.314528135037810500,150.000000000000000000,CS
GT,20250525,132658695,955308,ZPRE,HA070001,43.433040010199339500,22.000000000000000000,ST
